Min,Max,Mean,Std,Var,Skew,Kurtosis,RMS,Crest Factor,Shape Factor,Peak Value,Peak to Peak Value,Impulse Factor,Zero Crossing Rate,Fault
-4.01391,3.24852,0.01735,0.57678,0.33267,-0.93361,14.37551,0.01735,231.36276,0.05721,4.01391,7.26243,13.23529,0.10996,Outer_Ring
-4.88864,5.22919,0.01186,0.74174,0.55018,0.06727,16.5395,0.01186,440.76723,0.03327,5.22919,10.11783,14.6622,0.10389,Outer_Ring
-2.39633,2.78445,0.01731,0.474,0.22468,-0.01326,5.85897,0.01731,160.87707,0.0587,2.78445,5.18078,9.44409,0.11057,Outer_Ring
-4.95542,4.5264,0.01333,0.74866,0.56049,-0.37538,14.66102,0.01333,371.61281,0.03979,4.95542,9.48181,14.78759,0.10632,Outer_Ring
-2.78779,2.68345,0.01779,0.45366,0.20581,0.01546,8.25659,0.01779,156.73956,0.06342,2.78779,5.47124,9.94028,0.11543,Outer_Ring
-4.0715,3.64165,0.01687,0.66092,0.43681,-0.46825,13.60875,0.01687,241.39222,0.05119,4.0715,7.71315,12.35735,0.11482,Outer_Ring
-4.15914,4.23677,0.02108,0.66611,0.44371,-0.04153,13.05533,0.02108,200.97893,0.06128,4.23677,8.39591,12.31512,0.1045,Outer_Ring
-2.90631,3.35369,0.0149,0.56465,0.31883,0.01561,6.81993,0.0149,225.08348,0.04434,3.35369,6.26,9.9811,0.11847,Outer_Ring
-4.62823,4.37198,0.01988,0.78641,0.61843,-0.16094,13.30594,0.01988,232.75623,0.05526,4.62823,9.00021,12.86164,0.09599,Outer_Ring
-2.7736,2.63504,0.01783,0.48152,0.23186,-0.11732,5.98888,0.01783,155.5294,0.05702,2.7736,5.40864,8.8676,0.10814,Outer_Ring
-4.56396,3.97552,0.01709,0.62133,0.38606,-1.05116,17.30572,0.01709,266.99282,0.05666,4.56396,8.53947,15.12706,0.1045,Outer_Ring
-4.08319,4.29603,0.01528,0.64051,0.41025,0.12758,13.78407,0.01528,281.09632,0.04645,4.29603,8.37922,13.05771,0.10146,Outer_Ring
-4.30521,4.45795,0.01847,0.66497,0.44218,-0.27177,11.99439,0.01847,241.35308,0.04921,4.45795,8.76317,11.87615,0.11422,Outer_Ring
-4.4471,3.65417,0.01425,0.6446,0.41551,-0.45747,12.23421,0.01425,312.04014,0.04182,4.4471,8.10127,13.05045,0.11786,Outer_Ring
-2.50567,2.31286,0.01733,0.43543,0.1896,-0.18941,6.5881,0.01733,144.58368,0.06285,2.50567,4.81853,9.08636,0.10814,Outer_Ring
-5.26842,4.76261,0.01483,0.69418,0.48188,-0.88523,19.76173,0.01483,355.23479,0.04711,5.26842,10.03102,16.73405,0.11361,Outer_Ring
-3.82444,3.96967,0.01746,0.62028,0.38475,0.12365,11.75026,0.01746,227.30476,0.05426,3.96967,7.79412,12.3327,0.10571,Outer_Ring
-2.99228,2.62503,0.01889,0.56111,0.31485,-0.43322,7.17818,0.01889,158.4222,0.05713,2.99228,5.61731,9.05059,0.11422,Outer_Ring
-4.62322,3.69257,0.01905,0.67,0.4489,-0.63901,11.90737,0.01905,242.69156,0.05425,4.62322,8.31578,13.16591,0.10996,Outer_Ring
-2.92551,2.88962,0.02017,0.4953,0.24533,-0.10636,7.64711,0.02017,145.05393,0.06522,2.92551,5.81512,9.46028,0.11786,Outer_Ring
-6.52292,6.99367,0.01696,0.89169,0.79512,-0.17394,23.02193,0.01696,412.36124,0.04621,6.99367,13.51659,19.05344,0.11908,Outer_Ring
-2.98477,3.19677,0.02678,0.52362,0.27418,0.23184,9.5499,0.02678,119.3657,0.09035,3.19677,6.18154,10.785,0.11239,Outer_Ring
-4.60569,4.74675,0.01305,0.71208,0.50706,-0.30469,13.6087,0.01305,363.61102,0.03451,4.74675,9.35244,12.5489,0.11543,Outer_Ring
-3.45635,3.50727,0.02109,0.57142,0.32652,-0.49501,12.31657,0.02109,166.28181,0.07003,3.50727,6.96362,11.64532,0.10632,Outer_Ring
-3.24852,3.39459,0.01686,0.5396,0.29117,-0.24437,9.67216,0.01686,201.36207,0.05227,3.39459,6.64311,10.52423,0.11482,Outer_Ring
-6.41191,6.8643,0.01975,0.89224,0.7961,-0.22519,21.0982,0.01975,347.55839,0.05078,6.8643,13.27621,17.64742,0.10996,Outer_Ring
-1.99652,2.12506,0.01575,0.39311,0.15453,-0.22065,5.30365,0.01575,134.96235,0.0619,2.12506,4.12158,8.35468,0.10875,Outer_Ring
-3.98804,3.4622,0.02058,0.70462,0.49649,-0.26179,7.48023,0.02058,193.77111,0.05081,3.98804,7.45023,9.84522,0.11665,Outer_Ring
-5.2367,5.56055,0.01116,0.75584,0.57129,-0.01608,20.37643,0.01116,498.09911,0.03246,5.56055,10.79725,16.16792,0.10267,Outer_Ring
-2.10253,2.45559,0.02199,0.48887,0.23899,0.00054,4.18817,0.02199,111.66141,0.06931,2.45559,4.55811,7.73926,0.11908,Outer_Ring
-4.86527,3.91208,0.01179,0.68804,0.4734,-0.79875,15.49689,0.01179,412.5794,0.03697,4.86527,8.77735,15.25477,0.10632,Outer_Ring
-2.06497,1.84962,0.01798,0.36856,0.13584,-0.26367,6.09967,0.01798,114.83937,0.07533,2.06497,3.91459,8.65097,0.10936,Outer_Ring
-4.74174,4.38283,0.01617,0.72264,0.5222,-0.54403,10.64228,0.01617,293.29797,0.04026,4.74174,9.12458,11.80845,0.12029,Outer_Ring
-3.94046,4.15914,0.01928,0.61112,0.37347,-0.07015,17.14975,0.01928,215.72904,0.06427,4.15914,8.09961,13.86511,0.09721,Outer_Ring
-2.57912,2.64589,0.01421,0.53426,0.28543,-0.44193,4.9332,0.01421,186.18448,0.04215,2.64589,5.22501,7.84803,0.10875,Outer_Ring
-5.17243,5.06225,0.01997,0.75258,0.56637,-0.64638,17.75454,0.01997,258.99507,0.05982,5.17243,10.23468,15.49311,0.10693,Outer_Ring
-2.36545,2.13508,0.01657,0.4307,0.1855,-0.13827,5.28955,0.01657,142.71443,0.05909,2.36545,4.50052,8.43285,0.11239,Outer_Ring
-6.9269,7.19232,0.01587,0.91642,0.83983,-0.13688,22.64939,0.01587,453.30889,0.04017,7.19232,14.11922,18.21011,0.10753,Outer_Ring
-3.03401,3.05571,0.01335,0.47305,0.22377,-0.21851,11.92543,0.01335,228.9255,0.04928,3.05571,6.08973,11.28125,0.10632,Outer_Ring
-4.62656,4.83439,0.01711,0.81392,0.66247,-0.09851,10.57705,0.01711,282.5031,0.03905,4.83439,9.46095,11.03257,0.11482,Outer_Ring
-5.06977,4.56646,0.0144,0.69221,0.47915,-0.91085,20.55631,0.0144,352.04775,0.04836,5.06977,9.63623,17.02371,0.11057,Outer_Ring
-1.7503,2.11671,0.01518,0.4141,0.17147,-0.14247,3.98294,0.01518,139.45797,0.05488,2.11671,3.86701,7.65289,0.11422,Outer_Ring
-5.34354,5.41198,0.0155,0.81868,0.67024,-0.15554,16.19031,0.0155,349.16783,0.04262,5.41198,10.75551,14.88068,0.1045,Outer_Ring
-2.6893,2.74271,0.01535,0.36629,0.13417,-0.29854,14.02577,0.01535,178.6247,0.07003,2.74271,5.43201,12.50979,0.10085,Outer_Ring
-4.99882,5.10399,0.01793,0.7151,0.51136,-0.36304,15.87362,0.01793,284.66797,0.04792,5.10399,10.10281,13.64215,0.11482,Outer_Ring
-4.35863,3.62746,0.00906,0.58349,0.34046,-0.76104,18.11712,0.00906,481.31997,0.03261,4.35863,7.98609,15.69376,0.10996,Outer_Ring
-2.16179,2.16513,0.02101,0.48083,0.23119,-0.26421,3.98143,0.02101,103.05377,0.06742,2.16513,4.32691,6.94802,0.12151,Outer_Ring
-6.39104,6.84844,0.01232,0.87298,0.7621,-0.15582,23.18441,0.01232,555.75614,0.03485,6.84844,13.23948,19.36909,0.113,Outer_Ring
-1.13431,1.28706,0.01896,0.2746,0.0754,-0.06805,2.3113,0.01896,67.89172,0.09736,1.28706,2.42137,6.61025,0.113,Outer_Ring
-4.94206,5.1958,0.01264,0.87713,0.76936,-0.07275,8.36736,0.01264,411.20275,0.02572,5.1958,10.13786,10.57408,0.12394,Outer_Ring
-4.43876,3.54066,0.01416,0.53682,0.28817,-0.73168,19.7435,0.01416,313.45083,0.05321,4.43876,7.97941,16.67961,0.10267,Outer_Ring
-4.14913,3.55151,0.01594,0.58719,0.3448,-0.46855,8.92212,0.01594,260.28331,0.04427,4.14913,7.70063,11.52289,0.12151,Outer_Ring
-5.04639,4.38117,0.0223,0.67642,0.45754,-0.67034,19.14254,0.0223,226.31939,0.07924,5.04639,9.42756,17.93335,0.11179,Outer_Ring
-1.80455,1.59421,0.01216,0.32378,0.10483,-0.75114,5.31814,0.01216,148.40083,0.05551,1.80455,3.39876,8.23766,0.11543,Outer_Ring
-3.79356,3.48724,0.01892,0.71452,0.51054,-0.17182,6.54642,0.01892,200.47888,0.04672,3.79356,7.2808,9.36562,0.11665,Outer_Ring
-3.27774,3.37873,0.01426,0.46423,0.21551,-0.40551,18.51423,0.01426,236.91537,0.05702,3.37873,6.65647,13.50958,0.11422,Outer_Ring
-2.93552,2.22439,0.01874,0.53482,0.28603,-0.33561,4.39453,0.01874,156.67917,0.05505,2.93552,5.15991,8.62539,0.11786,Outer_Ring
-4.91452,4.14662,0.01047,0.65698,0.43162,-0.91575,20.5758,0.01047,469.44287,0.03937,4.91452,9.06114,18.48066,0.09538,Outer_Ring
-1.74863,1.65347,0.02485,0.35893,0.12883,-0.1254,3.99801,0.02485,70.36054,0.10228,1.74863,3.4021,7.19676,0.10875,Outer_Ring
-3.96634,3.24852,0.01423,0.6411,0.41101,-0.57851,8.84605,0.01423,278.71266,0.03903,3.96634,7.21486,10.87889,0.11725,Outer_Ring
-2.25861,2.35877,0.02275,0.34535,0.11927,0.00702,10.84326,0.02275,103.69602,0.10597,2.35877,4.61738,10.98884,0.09964,Outer_Ring
-3.29526,3.27106,0.01156,0.60579,0.36698,-0.48782,6.97307,0.01156,285.0304,0.03177,3.29526,6.56632,9.05463,0.11179,Outer_Ring
-5.08312,3.80441,0.01614,0.5843,0.3414,-1.11855,26.44714,0.01614,314.90764,0.06348,5.08312,8.88753,19.99158,0.10632,Outer_Ring
-3.4238,3.18592,0.01704,0.49065,0.24074,-0.47188,9.71198,0.01704,200.95515,0.05403,3.4238,6.60973,10.85815,0.11968,Outer_Ring
-4.58733,3.82528,0.0202,0.61667,0.38029,-0.92462,15.33791,0.0202,227.13139,0.06533,4.58733,8.41261,14.83883,0.11725,Outer_Ring
-1.57168,1.67851,0.01294,0.30388,0.09235,-0.22868,5.02152,0.01294,129.75211,0.06237,1.67851,3.25019,8.09224,0.10571,Outer_Ring
-3.55318,3.68005,0.01804,0.67873,0.46068,-0.42223,7.32564,0.01804,203.96892,0.04609,3.68005,7.23322,9.40192,0.11179,Outer_Ring
-4.9429,3.7343,0.01594,0.48073,0.2311,-1.35729,32.11958,0.01594,310.03855,0.06887,4.9429,8.67719,21.35096,0.11118,Outer_Ring
-4.53474,3.89122,0.01302,0.61603,0.3795,-0.62091,12.94541,0.01302,348.27737,0.03671,4.53474,8.42596,12.78366,0.11543,Outer_Ring
-5.79759,5.77255,0.01732,0.81301,0.66099,-0.18968,20.09719,0.01732,334.68329,0.04931,5.79759,11.57015,16.50312,0.10753,Outer_Ring
-2.44223,2.40885,0.01259,0.40166,0.16133,-0.23908,7.9074,0.01259,193.959,0.04966,2.44223,4.85108,9.63226,0.10753,Outer_Ring
-4.74341,4.91118,0.01453,0.8522,0.72625,-0.13053,8.37162,0.01453,337.90608,0.03131,4.91118,9.65459,10.57827,0.11361,Outer_Ring
-3.36371,2.46644,0.00803,0.34671,0.12021,-1.85464,23.76459,0.00803,419.01206,0.03947,3.36371,5.83015,16.53801,0.09964,Outer_Ring
-5.04222,3.67504,0.02078,0.66331,0.43998,-0.65737,11.91675,0.02078,242.68979,0.05393,5.04222,8.71726,13.08812,0.11847,Outer_Ring
-5.31432,5.64569,0.01486,0.78238,0.61212,0.26514,24.02256,0.01486,379.86775,0.05105,5.64569,10.96001,19.39132,0.10936,Outer_Ring
-4.20839,2.92467,0.01384,0.53929,0.29084,-0.24438,11.6381,0.01384,304.0532,0.04615,4.20839,7.13306,14.03082,0.1051,Outer_Ring
-4.27182,4.18836,0.01367,0.79987,0.63979,-0.21131,7.4771,0.01367,312.56411,0.03119,4.27182,8.46018,9.74952,0.11179,Outer_Ring
-1.50407,1.72275,0.01503,0.29762,0.08858,0.1143,5.17158,0.01503,114.60864,0.07477,1.72275,3.22682,8.56913,0.10753,Outer_Ring
-3.82194,3.81359,0.01046,0.75101,0.56402,-0.06973,7.28002,0.01046,365.44967,0.02404,3.82194,7.63553,8.78559,0.12029,Outer_Ring
-4.87612,4.5673,0.01717,0.54194,0.2937,0.17611,31.97336,0.01717,283.97413,0.07652,4.87612,9.44342,21.72876,0.10814,Outer_Ring
-4.18752,3.3153,0.00818,0.54579,0.29789,-1.04145,15.48585,0.00818,511.83724,0.02735,4.18752,7.50282,13.99947,0.10024,Outer_Ring
-3.10579,2.98978,0.01404,0.64044,0.41016,-0.20449,6.45025,0.01404,221.15859,0.03902,3.10579,6.09557,8.63003,0.11665,Outer_Ring
-1.66516,1.74529,0.01036,0.30195,0.09117,-0.1117,6.13473,0.01036,168.492,0.05242,1.74529,3.41045,8.83236,0.10936,Outer_Ring
-3.80775,3.32865,0.01458,0.72417,0.52442,-0.40887,5.92575,0.01458,261.12084,0.03347,3.80775,7.1364,8.74047,0.12211,Outer_Ring
-4.69083,3.54817,0.00471,0.39257,0.15411,-1.93027,44.16375,0.00471,996.82328,0.02483,4.69083,8.23899,24.75003,0.10753,Outer_Ring
-4.60903,4.50553,0.01936,0.74713,0.5582,0.16834,10.90665,0.01936,238.10578,0.04859,4.60903,9.11456,11.5707,0.11665,Outer_Ring
-4.29353,3.53314,0.01098,0.63077,0.39787,-0.73908,12.23008,0.01098,390.88796,0.03354,4.29353,7.82667,13.11113,0.11968,Outer_Ring
-1.80121,1.78786,0.01654,0.3456,0.11944,0.11534,5.62744,0.01654,108.92239,0.07473,1.80121,3.58907,8.14006,0.10267,Outer_Ring
-3.24435,3.34618,0.01169,0.69976,0.48966,-0.24306,4.86722,0.01169,286.18328,0.02836,3.34618,6.59053,8.11544,0.11118,Outer_Ring
-1.25868,0.93817,0.0188,0.21768,0.04738,0.2393,3.19685,0.0188,66.95533,0.12464,1.25868,2.19684,8.34499,0.11118,Outer_Ring
-4.52807,4.99798,0.01022,0.81749,0.66828,0.0516,11.37772,0.01022,489.07101,0.02373,4.99798,9.52605,11.60464,0.113,Outer_Ring
-3.22098,3.15421,0.02223,0.52308,0.27362,0.03701,11.49397,0.02223,144.92161,0.07692,3.22098,6.37518,11.14672,0.11847,Outer_Ring
-3.68505,2.86791,0.00586,0.48065,0.23102,-1.16255,13.33476,0.00586,628.641,0.02104,3.68505,6.55297,13.2279,0.10267,Outer_Ring
-3.30445,3.40043,0.0181,0.67488,0.45546,-0.14925,6.14811,0.0181,187.88501,0.04689,3.40043,6.70488,8.80925,0.11604,Outer_Ring
-1.16186,1.01913,0.01141,0.25196,0.06348,-0.02445,2.75543,0.01141,101.81896,0.06355,1.16186,2.18098,6.47023,0.11057,Outer_Ring
-4.26348,4.31523,0.01301,0.77999,0.60839,-0.04296,10.11279,0.01301,331.58588,0.03064,4.31523,8.5787,10.1602,0.113,Outer_Ring
-3.60159,3.57321,0.01557,0.43299,0.18748,0.02925,28.92357,0.01557,231.3364,0.0754,3.60159,7.17479,17.44338,0.10632,Outer_Ring
-4.26515,3.74014,0.01078,0.61096,0.37328,-0.51646,14.81216,0.01078,395.75872,0.03353,4.26515,8.00529,13.2699,0.09903,Outer_Ring
-3.756,3.45302,0.01186,0.72378,0.52385,-0.21277,6.99054,0.01186,316.78214,0.02962,3.756,7.20902,9.38431,0.12029,Outer_Ring
-1.35133,2.36628,0.01288,0.28966,0.0839,0.93579,10.61031,0.01288,183.76757,0.0701,2.36628,3.71761,12.88227,0.10389,Outer_Ring
-4.01391,4.09738,0.01141,0.75851,0.57533,-0.06721,9.30323,0.01141,359.16851,0.02718,4.09738,8.11129,9.76111,0.12394,Outer_Ring
-2.1092,1.97232,0.01658,0.24612,0.06058,-0.59235,17.52035,0.01658,127.20784,0.10677,2.1092,4.08152,13.58212,0.10571,Outer_Ring
-5.14572,4.35195,0.01204,0.7394,0.54671,-0.76112,13.79039,0.01204,427.23097,0.03155,5.14572,9.49767,13.4789,0.10328,Outer_Ring
-4.13243,3.67337,0.0103,0.61026,0.37242,-0.63941,12.68447,0.0103,401.24796,0.03279,4.13243,7.8058,13.15624,0.10996,Outer_Ring
-2.31703,2.67177,0.01711,0.38053,0.1448,0.77337,11.71169,0.01711,156.13709,0.07704,2.67177,4.9888,12.0287,0.10267,Outer_Ring
-4.21507,4.79599,0.01651,0.81297,0.66092,0.04549,8.98691,0.01651,290.48546,0.03616,4.79599,9.01106,10.50342,0.12151,Outer_Ring
-0.80629,0.7103,0.01315,0.19583,0.03835,-0.15522,1.90898,0.01315,61.32505,0.09204,0.80629,1.51659,5.64443,0.11239,Outer_Ring
-4.9262,4.0064,0.0141,0.71006,0.50418,-0.83266,13.72634,0.0141,349.38651,0.03829,4.9262,8.9326,13.3766,0.10267,Outer_Ring
-3.60242,2.56827,0.01566,0.50362,0.25363,-0.50907,10.75262,0.01566,229.98174,0.05694,3.60242,6.17069,13.09431,0.11908,Outer_Ring
-4.70835,4.53391,0.01473,0.58421,0.3413,-0.3425,22.63386,0.01473,319.67933,0.05157,4.70835,9.24226,16.48592,0.113,Outer_Ring
-4.92704,5.32183,0.01753,0.85078,0.72382,0.02338,9.72809,0.01753,303.60148,0.03729,5.32183,10.24887,11.32231,0.12029,Outer_Ring
-0.90061,0.90561,0.01259,0.23668,0.05602,-0.08137,1.90947,0.01259,71.92839,0.07433,0.90561,1.80622,5.34648,0.11665,Outer_Ring
-5.22501,4.61821,0.01462,0.75626,0.57193,-0.74501,13.20725,0.01462,357.35451,0.03666,5.22501,9.84322,13.10033,0.10753,Outer_Ring
-2.45976,2.97726,0.01386,0.48428,0.23453,0.09839,9.32002,0.01386,214.76633,0.05114,2.97726,5.43702,10.98364,0.11908,Outer_Ring
-4.14913,3.2577,0.01421,0.57621,0.33202,-0.87571,15.16875,0.01421,292.00478,0.0465,4.14913,7.40683,13.57699,0.10693,Outer_Ring
-5.08229,5.60562,0.01112,0.86241,0.74375,0.1309,10.58134,0.01112,504.26676,0.02354,5.60562,10.68791,11.87069,0.12029,Outer_Ring
-1.47653,1.89887,0.01708,0.2871,0.08243,0.36263,7.70316,0.01708,111.1931,0.09726,1.89887,3.37539,10.81459,0.1051,Outer_Ring
-5.34771,3.92126,0.01373,0.77976,0.60803,-0.82399,11.87607,0.01373,389.52212,0.03366,5.34771,9.26897,13.11127,0.11239,Outer_Ring
-1.80288,2.21521,0.01655,0.36461,0.13294,0.10634,7.77522,0.01655,133.84246,0.0742,2.21521,4.01809,9.93156,0.11604,Outer_Ring
-4.84691,4.02309,0.01112,0.68809,0.47346,-0.81131,13.55713,0.01112,435.89575,0.03128,4.84691,8.87,13.63313,0.10085,Outer_Ring
-4.66078,5.16408,0.01489,0.78095,0.60989,0.08809,11.62335,0.01489,346.87156,0.03563,5.16408,9.82486,12.3578,0.11786,Outer_Ring
-2.0007,1.45983,0.01214,0.31263,0.09774,-0.7018,7.08608,0.01214,164.76497,0.06044,2.0007,3.46053,9.95866,0.11179,Outer_Ring
-5.21917,3.77687,0.01544,0.74393,0.55344,-0.76744,10.76742,0.01544,338.0,0.03828,5.21917,8.99604,12.93948,0.11908,Outer_Ring
-2.04744,2.32955,0.01279,0.36915,0.13627,0.14945,7.59291,0.01279,182.1348,0.05577,2.32955,4.37699,10.15813,0.10085,Outer_Ring
-5.46623,5.3402,0.01351,0.77839,0.60589,-0.58162,15.89397,0.01351,404.73282,0.03491,5.46623,10.80643,14.12995,0.10024,Outer_Ring
-4.41288,4.75176,0.00995,0.72974,0.53252,0.02161,11.93169,0.00995,477.4138,0.02585,4.75176,9.16464,12.34351,0.11786,Outer_Ring
-2.66092,2.39132,0.01656,0.38648,0.14937,-0.59939,11.60936,0.01656,160.71816,0.07212,2.66092,5.05224,11.59032,0.10328,Outer_Ring
-4.37532,4.74007,0.01097,0.85453,0.73023,0.01624,8.91631,0.01097,432.10068,0.02327,4.74007,9.11539,10.05339,0.11786,Outer_Ring
-1.02998,1.16519,0.01591,0.2467,0.06086,-0.05699,2.49287,0.01591,73.24417,0.09082,1.16519,2.19517,6.65185,0.11361,Outer_Ring
-4.53141,4.47632,0.0113,0.76917,0.59163,-0.16037,11.33178,0.0113,400.95724,0.0295,4.53141,9.00772,11.82981,0.10207,Outer_Ring
-3.72428,3.94881,0.01062,0.60476,0.36574,0.0551,12.03157,0.01062,371.95386,0.03235,3.94881,7.67309,12.03103,0.12394,Outer_Ring
-4.25763,3.93879,0.0144,0.6385,0.40768,-0.16863,12.78376,0.0144,295.56961,0.04367,4.25763,8.19643,12.90704,0.11057,Outer_Ring
-4.15414,3.4622,0.01403,0.75698,0.57302,-0.29374,7.20677,0.01403,296.16218,0.03295,4.15414,7.61633,9.75963,0.11786,Outer_Ring
-2.46477,1.85713,0.00935,0.27096,0.07342,-0.89453,15.68831,0.00935,263.64927,0.05558,2.46477,4.3219,14.65283,0.10693,Outer_Ring
-5.5497,5.21166,0.01302,0.78245,0.61222,-0.65239,15.64463,0.01302,426.09515,0.03417,5.5497,10.76136,14.55874,0.10207,Outer_Ring
-3.1108,3.48056,0.01225,0.53816,0.28961,0.16883,10.64224,0.01225,284.03973,0.04125,3.48056,6.59136,11.71754,0.12029,Outer_Ring
-4.74508,4.6132,0.01274,0.67457,0.45505,-0.33312,16.01877,0.01274,372.46786,0.03845,4.74508,9.35828,14.32246,0.11665,Outer_Ring
-3.88203,3.69757,0.01416,0.71384,0.50956,-0.35534,8.39643,0.01416,274.17613,0.0361,3.88203,7.57961,9.89741,0.11968,Outer_Ring
-1.49155,1.17187,0.01415,0.25627,0.06567,-0.30214,5.92119,0.01415,105.40015,0.08334,1.49155,2.66342,8.78447,0.113,Outer_Ring
-4.65494,3.97969,0.01044,0.72663,0.52799,-0.55074,10.50509,0.01044,445.77002,0.02806,4.65494,8.63463,12.50989,0.10753,Outer_Ring
-3.12666,3.55234,0.01633,0.527,0.27773,0.21343,10.3781,0.01633,217.59881,0.05393,3.55234,6.679,11.73477,0.12333,Outer_Ring
-4.79516,4.61571,0.01274,0.6654,0.44275,-0.52041,16.18133,0.01274,376.44387,0.03861,4.79516,9.41087,14.53469,0.11057,Outer_Ring
-4.86945,5.36774,0.01039,0.7833,0.61356,0.04841,13.31747,0.01039,516.38743,0.02545,5.36774,10.23719,13.14064,0.11847,Outer_Ring
-2.11838,2.48814,0.01626,0.37349,0.13949,0.17358,8.03908,0.01626,153.00527,0.06846,2.48814,4.60653,10.47539,0.11179,Outer_Ring
-5.80344,5.41615,0.01398,0.851,0.7242,-0.5899,12.92983,0.01398,415.14212,0.03209,5.80344,11.21959,13.32346,0.11968,Outer_Ring
-2.08166,2.66759,0.01317,0.42933,0.18433,0.16058,7.86952,0.01317,202.61973,0.05072,2.66759,4.74925,10.27659,0.10753,Outer_Ring
-4.74258,4.23009,0.01511,0.64174,0.41182,-0.82733,16.29783,0.01511,313.93951,0.04749,4.74258,8.97267,14.90785,0.10267,Outer_Ring
-4.27182,4.79266,0.01243,0.68411,0.46801,0.01608,14.63997,0.01243,385.59553,0.03548,4.79266,9.06448,13.68091,0.11361,Outer_Ring
-2.57995,2.34625,0.01401,0.42817,0.18333,-0.62296,10.34716,0.01401,184.17992,0.05694,2.57995,4.9262,10.4866,0.10328,Outer_Ring
-5.47708,5.46373,0.01504,0.82345,0.67807,-0.48063,15.18852,0.01504,364.22364,0.03719,5.47708,10.94081,13.54678,0.11118,Outer_Ring
-2.70849,2.55325,0.01711,0.41255,0.1702,-0.06974,10.0709,0.01711,158.25516,0.06906,2.70849,5.26174,10.92984,0.10996,Outer_Ring
-4.59651,3.90123,0.01429,0.64997,0.42246,-0.93029,15.21846,0.01429,321.69933,0.0431,4.59651,8.49774,13.86507,0.09842,Outer_Ring
-4.31105,4.64158,0.01554,0.69364,0.48114,0.09536,13.55557,0.01554,298.66242,0.04252,4.64158,8.95263,12.69874,0.12697,Outer_Ring
-3.82778,3.95966,0.01652,0.55556,0.30864,-0.28871,16.09901,0.01652,239.61655,0.05597,3.95966,7.78744,13.41029,0.10024,Outer_Ring
-4.83272,3.82361,0.01575,0.70341,0.49479,-0.69752,11.03471,0.01575,306.84632,0.04076,4.83272,8.65633,12.50617,0.12211,Outer_Ring
-1.50323,1.38638,0.0126,0.30588,0.09356,-0.23501,3.27251,0.0126,119.284,0.06014,1.50323,2.88962,7.17398,0.10814,Outer_Ring
-4.18001,3.39042,0.01347,0.61329,0.37613,-0.84367,13.1669,0.01347,310.22008,0.04182,4.18001,7.57043,12.97279,0.09781,Outer_Ring
-3.48807,3.74348,0.01466,0.58674,0.34426,0.08298,12.26759,0.01466,255.34606,0.04673,3.74348,7.23155,11.93164,0.11118,Outer_Ring
-4.30354,4.42373,0.01691,0.61414,0.37716,-0.30955,16.22534,0.01691,261.58321,0.0524,4.42373,8.72727,13.70826,0.09781,Outer_Ring
-4.71002,3.61828,0.01704,0.64784,0.41969,-0.72051,13.4583,0.01704,276.39869,0.05042,4.71002,8.3283,13.93699,0.11847,Outer_Ring
-1.61341,1.63177,0.01677,0.30842,0.09512,-0.45073,6.44937,0.01677,97.32722,0.08387,1.63177,3.24518,8.16309,0.11179,Outer_Ring
-4.15497,3.53648,0.0154,0.64446,0.41532,-0.73987,13.13096,0.0154,269.7277,0.04853,4.15497,7.69145,13.08954,0.1045,Outer_Ring
-3.29026,3.55401,0.01658,0.54343,0.29531,0.1307,11.44817,0.01658,214.31269,0.0551,3.55401,6.84427,11.80883,0.11422,Outer_Ring
-4.59734,4.67831,0.01716,0.6587,0.43389,-0.3145,16.14973,0.01716,272.65508,0.05043,4.67831,9.27565,13.75132,0.0966,Outer_Ring
-4.53558,3.66419,0.01737,0.64501,0.41604,-0.67882,12.22276,0.01737,261.18744,0.05071,4.53558,8.19977,13.24508,0.11786,Outer_Ring
-2.66759,2.71517,0.01619,0.418,0.17472,-0.2987,12.62786,0.01619,167.69302,0.06819,2.71517,5.38277,11.43446,0.10207,Outer_Ring
-4.32775,3.43799,0.01665,0.64793,0.41981,-0.9085,13.9142,0.01665,259.86572,0.05212,4.32775,7.76574,13.54534,0.10024,Outer_Ring
-2.76609,3.01148,0.01664,0.50184,0.25185,0.11223,7.75402,0.01664,181.02137,0.05495,3.01148,5.77756,9.9471,0.11725,Outer_Ring
-4.60319,4.62238,0.01536,0.66159,0.4377,-0.3884,15.49516,0.01536,300.9723,0.04543,4.62238,9.22557,13.67315,0.10267,Outer_Ring
-3.75683,3.62997,0.0176,0.61948,0.38376,-0.50943,11.17999,0.0176,213.46874,0.0514,3.75683,7.3868,10.97278,0.12454,Outer_Ring
-1.94895,2.00237,0.01576,0.32798,0.10757,-0.34886,8.9706,0.01576,127.02676,0.0796,2.00237,3.95131,10.11168,0.10753,Outer_Ring
-4.72755,3.51979,0.01661,0.67081,0.44999,-0.86685,13.44159,0.01661,284.70482,0.04717,4.72755,8.24734,13.42934,0.11968,Outer_Ring
-2.53238,2.86291,0.01601,0.54466,0.29666,0.05368,5.67288,0.01601,178.82237,0.04818,2.86291,5.39529,8.61633,0.11482,Outer_Ring
-3.30027,2.66008,0.01718,0.55545,0.30853,-0.66061,9.2446,0.01718,192.06977,0.0564,3.30027,5.96035,10.83203,0.10693,Outer_Ring
